date, pm25, pm10, o3, no2, so2, co
2020/10/1, 104, 14, 11, 2, , 
2020/10/2, 46, 17, 29, , , 
2020/10/3, 49, 14, 29, 1, , 
2020/10/4, 36, 14, 22, 3, , 
2020/10/5, 39, 11, 20, 3, , 
2020/10/6, 34, 22, 17, 6, , 
2020/10/7, 58, 25, 10, 7, , 
2020/10/8, 70, 22, 9, 6, , 
2020/10/9, 65, 20, 19, 2, , 
2020/10/10, 60, 12, 20, 4, , 
2020/10/11, 40, 16, 20, 8, , 
2020/10/12, 55, 5, 18, 4, , 
2020/10/13, 22, 7, 11, 2, , 
2020/10/14, 25, 20, 3, 6, , 
2020/10/15, 63, 20, 7, 4, , 
2020/10/16, 63, 15, 9, 3, , 
2020/10/17, 52, 14, 18, , , 
2020/10/18, 52, 17, 19, 5, , 
2020/10/19, 55, 23, 18, 5, , 
2020/10/20, 69, 22, 15, 4, , 
2020/10/21, 65, 29, 20, 6, , 
2020/10/22, 66, 34, 11, 7, , 
2020/10/23, 83, 25, 20, 4, , 
2020/10/24, 73, 25, 14, 2, , 
2020/10/25, 78, 22, 18, 2, , 
2020/10/26, 66, 27, 13, 4, , 
2020/10/27, 73, 31, 9, 4, , 
2020/10/28, 83, 23, 12, 4, , 
2020/10/29, 67, 23, 14, 6, , 
2020/10/30, 65, 31, 3, 7, , 
2020/10/31, 87, 26, 13, 2, , 
2020/11/1, 81, 28, 5, 3, , 
2020/11/2, 82, 23, 5, 6, , 
2020/11/3, 63, 26, 6, 8, , 
2020/11/4, 78, 20, 17, 4, , 
2020/11/5, 60, 19, 14, 3, , 
2020/11/6, 64, 16, 11, 2, , 
2020/11/7, 57, 23, 13, 2, , 
2020/11/8, 75, 19, 17, 2, , 
2020/11/9, 56, 18, 18, 2, , 
2020/11/10, 60, 24, 17, 1, , 
2020/11/11, 75, 23, 9, 3, , 
2020/11/12, 73, 31, 6, 5, , 
2020/11/13, 87, 39, 5, 5, , 
2020/11/14, 109, 33, 7, 4, , 
2020/11/15, 96, 24, 9, 5, , 
2020/11/16, 75, 28, 6, 7, , 
2020/11/17, 82, 26, 11, 6, , 
2020/11/18, 79, 21, 20, 4, , 
2020/11/19, 66, 14, 19, 6, , 
2020/11/20, 43, 23, 18, 4, , 
2020/11/21, 74, 16, 20, 2, , 
2020/11/22, 59, 16, 16, 4, , 
2020/11/23, 57, 17, 14, 5, , 
2020/11/24, 56, 34, 10, 10, , 
2020/11/25, 95, 35, 8, 7, , 
2020/11/26, 98, 26, 9, 6, , 
2020/11/27, 81, 13, 13, 4, , 
2020/11/28, 49, 15, 9, 4, , 
2020/11/29, 56, 27, 8, 6, , 
2020/11/30, 83, 34, 8, 6, , 
2020/12/1, 101, 27, 12, 3, , 
2020/12/2, 84, 26, 13, 3, , 
2020/12/3, 80, 21, 12, 3, , 
2020/12/4, 71, 21, 18, 3, , 
2020/12/5, 71, 17, 21, 1, , 
2020/12/6, 63, 15, 19, 2, , 
2020/12/7, 54, 20, 17, 3, , 
2020/12/8, 65, 25, 13, 3, , 
2020/12/9, 78, 23, 12, 5, , 
2020/12/10, 75, 24, 5, 5, , 
2020/12/11, 77, 16, 11, 3, , 
2020/12/12, 60, 20, 11, 3, , 
2020/12/13, 70, 14, 13, 5, , 
2020/12/14, 55, 22, 13, 6, , 
2020/12/15, 74, 29, 5, 8, , 
2020/12/16, 86, 33, 11, 7, , 
2020/12/17, 101, 34, 5, 9, , 
2020/12/18, 98, 31, 10, 7, , 
2020/12/19, 91, 25, 17, 4, , 
2020/12/20, 81, 27, 14, 6, , 
2020/12/21, 85, 24, 9, 6, , 
2020/12/22, 80, 16, 14, 12, , 
2020/12/23, 51, 13, 18, 5, , 
2020/12/24, 49, 5, 22, 1, , 
2020/12/25, 23, 12, 17, 2, , 
2020/12/26, 50, 18, 19, 2, , 
2020/12/27, 65, 12, 22, 2, , 
2020/12/28, 50, 11, 18, 3, , 
2020/12/29, 45, 23, 15, 11, , 
2020/12/30, 72, 29, 13, 5, , 
2020/12/31, 82, 34, 11, 7, , 
2021/1/1, 103, , , , , 
2020/7/1, 23, 19, 36, 8, , 
2020/7/2, 25, 24, 33, 7, , 
2020/7/3, 39, 17, 42, 6, , 
2020/7/4, 33, 18, 36, 4, , 
2020/7/5, 26, 22, 29, 6, , 
2020/7/6, 24, 12, 27, 7, , 
2020/7/7, 20, 12, 30, 6, , 
2020/7/8, 24, 12, 35, 6, , 
2020/7/9, 32, 12, 38, 4, , 
2020/7/10, 33, 9, 23, 5, , 
2020/7/11, 28, 10, 28, 5, , 
2020/7/12, 27, 8, 24, 7, , 
2020/7/13, 19, 12, 37, 9, , 
2020/7/14, 26, 15, 40, 7, , 
2020/7/15, 35, 17, 31, 9, , 
2020/7/16, 52, 18, 33, 11, , 
2020/7/17, 51, 17, 37, 10, , 
2020/7/18, 46, 18, 38, 9, , 
2020/7/19, 46, 19, 41, 10, , 
2020/7/20, 46, 15, 31, 7, , 
2020/7/21, 34, 10, 31, 8, , 
2020/7/22, 15, 13, 29, 11, , 
2020/7/23, 26, 13, 43, 7, , 
2020/7/24, 28, 12, 39, 7, , 
2020/7/25, 29, 10, 40, 7, , 
2020/7/26, 25, 14, 51, 9, , 
2020/7/27, 32, 18, 48, 5, , 
2020/7/28, 40, 14, 37, 8, , 
2020/7/29, 31, 20, 41, 11, , 
2020/7/30, 29, 13, 32, 8, , 
2020/7/31, 20, 9, 30, 6, , 
2020/8/1, 22, 11, 40, 6, , 
2020/8/2, 28, 23, 37, 9, , 
2020/8/3, 50, 18, 20, 10, , 
2020/8/4, 57, 10, 31, 9, , 
2020/8/5, 25, 12, 37, 7, , 
2020/8/6, 24, 20, 43, 5, , 
2020/8/7, 38, 20, 43, , , 
2020/8/8, 44, 18, 44, , , 
2020/8/9, 43, 18, 35, 18, , 
2020/8/10, 41, 25, 42, 9, , 
2020/8/11, 41, 23, 39, 10, , 
2020/8/12, 28, 25, 56, 7, , 
2020/8/13, 36, 23, 49, 4, , 
2020/8/14, 35, 16, 38, 2, , 
2020/8/15, 30, 13, 40, 5, , 
2020/8/16, 30, 24, 43, 6, , 
2020/8/17, 40, 22, 43, 9, , 
2020/8/18, 54, 22, 34, 9, , 
2020/8/19, 50, 22, 42, 13, , 
2020/8/20, 40, 23, 62, 16, , 
2020/8/21, 39, 19, 52, 5, , 
2020/8/22, 50, 16, 29, 3, , 
2020/8/23, 49, 13, 36, 8, , 
2020/8/24, 32, 14, 33, 10, , 
2020/8/25, 37, 16, 36, 5, , 
2020/8/26, 28, 5, 24, 3, , 
2020/8/27, 11, 9, 28, 4, , 
2020/8/28, 28, 17, 23, 6, , 
2020/8/29, 55, 15, 19, 4, , 
2020/8/30, 49, 9, 17, 8, , 
2020/8/31, 27, 9, 16, 7, , 
2020/9/1, 30, 12, 13, 5, , 
2020/9/2, 38, 11, 29, 6, , 
2020/9/3, 31, 16, 34, 7, , 
2020/9/4, 46, 15, 35, 4, , 
2020/9/5, 44, 12, 31, 5, , 
2020/9/6, 39, 13, 25, 11, , 
2020/9/7, 37, 12, 32, 7, , 
2020/9/8, 31, 17, 28, 7, , 
2020/9/9, 41, 16, 22, 4, , 
2020/9/10, 44, 20, 30, 11, , 
2020/9/11, 43, 21, 36, 5, , 
2020/9/12, 53, 16, 29, 5, , 
2020/9/13, 46, 24, 34, 13, , 
2020/9/14, 54, 26, 39, 11, , 
2020/9/15, 60, 34, 39, 6, , 
2020/9/16, 70, 10, 25, 2, , 
2020/9/17, 11, 14, 23, 8, , 
2020/9/18, 21, 21, 29, 12, , 
2020/9/19, 43, 22, 32, 9, , 
2020/9/20, 51, 27, 28, 12, , 
2020/9/21, 51, 33, 39, 7, , 
2020/9/22, 66, 37, 36, 8, , 
2020/9/23, 66, 31, 33, 7, , 
2020/9/24, 72, 24, 33, 4, , 
2020/9/25, 60, 26, 27, 1, , 
2020/9/26, 64, 6, 13, 2, , 
2020/9/27, 26, 12, 10, 3, , 
2020/9/28, 45, 16, 10, 7, , 
2020/9/29, 50, 30, 11, 5, , 
2020/9/30, 65, 47, 13, 3, , 
2020/4/1, 54, 24, 29, 13, , 
2020/4/2, 67, 33, 29, 12, , 
2020/4/3, 68, 23, 31, 17, , 
2020/4/4, 58, 31, 32, 18, , 
2020/4/5, 84, 30, 36, 13, , 
2020/4/6, 70, 42, 38, 20, , 
2020/4/7, 84, 20, 32, 14, , 
2020/4/8, 39, 34, 35, 9, , 
2020/4/9, 67, 15, 33, 9, , 
2020/4/10, 36, 12, 31, , , 
2020/4/11, 33, 15, 39, , , 
2020/4/12, 41, 17, 30, , , 
2020/4/13, 40, 15, 29, , , 
2020/4/14, 28, 27, 25, , , 
2020/4/15, 56, 35, 35, , , 
2020/4/16, 50, 18, 34, 2, , 
2020/4/17, 33, 10, 31, , , 
2020/4/18, 22, 9, 29, , , 
2020/4/19, 25, 16, 30, 5, , 
2020/4/20, 40, 20, 33, 12, , 
2020/4/21, 41, 26, 33, 8, , 
2020/4/22, 49, 22, 34, 26, , 
2020/4/23, 40, 27, 39, 13, , 
2020/4/24, 42, 17, 32, 4, , 
2020/4/25, 36, 9, 34, 5, , 
2020/4/26, 25, 21, 38, 11, , 
2020/4/27, 42, 25, 42, 8, , 
2020/4/28, 45, 19, 30, 7, , 
2020/4/29, 51, 10, 28, 6, , 
2020/4/30, 38, 19, 25, 4, , 
2020/5/1, 55, 18, 30, 4, , 
2020/5/2, 41, 16, 29, 5, , 
2020/5/3, 55, 33, 33, 10, , 
2020/5/4, 43, 28, 25, 8, , 
2020/5/5, 52, 14, 29, 6, , 
2020/5/6, 37, 15, 32, 7, , 
2020/5/7, 30, 30, 38, 9, , 
2020/5/8, 49, 30, 37, 13, , 
2020/5/9, 47, 17, 43, 7, , 
2020/5/10, 46, 24, 37, 6, , 
2020/5/11, 46, 7, 24, 5, , 
2020/5/12, 15, 12, 33, 6, , 
2020/5/13, 34, 16, 31, 9, , 
2020/5/14, 42, 17, 36, 10, , 
2020/5/15, 48, 26, 33, 7, , 
2020/5/16, 37, 27, 37, 5, , 
2020/5/17, 34, 18, 27, 7, , 
2020/5/18, 30, 33, 24, 8, , 
2020/5/19, 50, 15, 25, 7, , 
2020/5/20, 28, 13, 28, 4, , 
2020/5/21, 14, 16, 30, 11, , 
2020/5/22, 26, 19, 34, 9, , 
2020/5/23, 40, 9, 27, 4, , 
2020/5/24, 28, 11, 22, 11, , 
2020/5/25, 33, 17, 24, 7, , 
2020/5/26, 34, 19, 30, 11, , 
2020/5/27, 37, 12, 31, 10, , 
2020/5/28, 28, 10, 24, 5, , 
2020/5/29, 13, 10, , 6, , 
2020/5/30, 16, 14, , 5, , 
2020/5/31, 24, 16, , 7, , 
2020/6/1, 18, 9, 22, 7, , 
2020/6/2, 17, 11, 17, 12, , 
2020/6/3, 26, 10, 31, 9, , 
2020/6/4, 26, 13, 30, 7, , 
2020/6/5, 35, 8, 32, 4, , 
2020/6/6, 19, 7, 38, 3, , 
2020/6/7, 24, 14, 24, 5, , 
2020/6/8, 48, 12, 21, 7, , 
2020/6/9, 41, 15, 20, 9, , 
2020/6/10, 51, 13, 38, 2, , 
2020/6/11, 43, 15, 48, 4, , 
2020/6/12, 35, 19, 35, 3, , 
2020/6/13, 45, 10, 33, 3, , 
2020/6/14, 27, 13, 35, 10, , 
2020/6/15, 31, 35, 48, 15, , 
2020/6/16, 39, 40, 33, 12, , 
2020/6/17, 48, 20, 28, 11, , 
2020/6/18, 52, 18, 37, 8, , 
2020/6/19, 44, 18, 30, 7, , 
2020/6/20, 53, 20, 30, 5, , 
2020/6/21, 51, 23, 25, 9, , 
2020/6/22, 59, 12, 32, 4, , 
2020/6/23, 20, 13, 17, 7, , 
2020/6/24, 43, 16, 42, 4, , 
2020/6/25, 39, 16, 43, , , 
2020/6/26, 26, 31, 41, , , 
2020/6/27, 37, 22, 58, , , 
2020/6/28, 48, 15, 33, 5, , 
2020/6/29, 37, 21, 38, 5, , 
2020/6/30, 33, 24, 42, 6, , 
2020/1/1, 63, 32, 15, 15, , 
2020/1/2, 79, 36, 13, 15, , 
2020/1/3, 90, 12, 24, 4, , 
2020/1/4, 42, 13, 21, 7, , 
2020/1/5, 39, 29, 11, 8, , 
2020/1/6, 78, 35, 12, 12, , 
2020/1/7, 86, 32, 11, 12, , 
2020/1/8, 84, 25, 6, 11, , 
2020/1/9, 69, 26, 16, 10, , 
2020/1/10, 72, 12, 23, 6, , 
2020/1/11, 42, 20, 18, 6, , 
2020/1/12, 62, 23, 15, 11, , 
2020/1/13, 66, 36, 12, 12, , 
2020/1/14, 90, 33, 16, 14, , 
2020/1/15, 80, 34, 16, 17, , 
2020/1/16, 81, 43, 12, 12, , 
2020/1/17, 106, 42, 12, 13, , 
2020/1/18, 100, 35, 14, 16, , 
2020/1/19, 86, 32, 19, 14, , 
2020/1/20, 81, 23, 19, 8, , 
2020/1/21, 64, 17, 22, 9, , 
2020/1/22, 52, 20, 20, 9, , 
2020/1/23, 62, 34, 12, 13, , 
2020/1/24, 85, 31, , 11, , 
2020/1/25, 82, 35, , 9, , 
2020/1/26, 91, 51, 4, 16, , 
2020/1/27, 116, 39, 11, 14, , 
2020/1/28, 96, 14, 18, 10, , 
2020/1/29, 48, 14, 18, 8, , 
2020/1/30, 49, 11, 18, 9, , 
2020/1/31, 40, 10, 16, 8, , 
2020/2/1, 43, 6, 23, 5, , 
2020/2/2, 23, 14, 20, 12, , 
2020/2/3, 44, 11, 18, 11, , 
2020/2/4, 45, 11, 21, 11, , 
2020/2/5, 36, 15, 19, 10, , 
2020/2/6, 58, 16, 19, 16, , 
2020/2/7, 38, 30, 18, 17, , 
2020/2/8, 83, 26, 24, 8, , 
2020/2/9, 83, 8, 25, 6, , 
2020/2/10, 33, 5, 24, 6, , 
2020/2/11, 21, 7, 23, 5, , 
2020/2/12, 26, 14, 21, 9, , 
2020/2/13, 43, 27, 11, 16, , 
2020/2/14, 84, 34, 18, 9, , 
2020/2/15, 94, 18, 25, 5, , 
2020/2/16, 63, 11, 24, 9, , 
2020/2/17, 38, 10, 21, 8, , 
2020/2/18, 36, 12, 20, 9, , 
2020/2/19, 44, 18, 18, 11, , 
2020/2/20, 60, 16, 15, 11, , 
2020/2/21, 55, 14, 9, 7, , 
2020/2/22, 50, 5, 1, 4, , 
2020/2/23, 18, 8, 20, 8, , 
2020/2/24, 31, 11, 19, 8, , 
2020/2/25, 44, 11, 19, 11, , 
2020/2/26, 46, 14, 20, 11, , 
2020/2/27, 52, 24, 19, 16, , 
2020/2/28, 74, 13, 28, 6, , 
2020/2/29, 48, 12, 26, 5, , 
2020/3/1, 42, 19, 16, 12, , 
2020/3/2, 65, 17, 16, 17, , 
2020/3/3, 54, 20, 20, 15, , 
2020/3/4, 63, 26, 27, 15, , 
2020/3/5, 75, 23, 26, 9, , 
2020/3/6, 73, 19, 13, 8, , 
2020/3/7, 68, 16, 22, 7, , 
2020/3/8, 59, 24, 25, 10, , 
2020/3/9, 76, 27, 22, 12, , 
2020/3/10, 80, 7, 27, 8, , 
2020/3/11, 26, 10, 25, 6, , 
2020/3/12, 34, 8, 26, 9, , 
2020/3/13, 26, 5, 28, 8, , 
2020/3/14, 13, 15, 32, 12, , 
2020/3/15, 50, 20, 30, 13, , 
2020/3/16, 54, 36, 26, 26, , 
2020/3/17, 86, 41, 27, 22, , 
2020/3/18, 100, 27, 23, 15, , 
2020/3/19, 71, 14, 25, 9, , 
2020/3/20, 37, 8, 26, 3, , 
2020/3/21, 26, 9, 27, 3, , 
2020/3/22, 26, 15, 31, 7, , 
2020/3/23, 43, 26, 33, 13, , 
2020/3/24, 62, 31, 35, 11, , 
2020/3/25, 75, 36, 37, 9, , 
2020/3/26, 81, 47, 43, 12, , 
2020/3/27, 108, 55, 39, 22, , 
2020/3/28, 141, , , , , 
2019/10/2, 37, 19, 19, 7, , 
2019/10/3, 50, 22, 13, 7, , 
2019/10/4, 56, 18, 19, 5, , 
2019/10/5, 51, 14, 22, 6, , 
2019/10/6, 40, 25, 22, 6, , 
2019/10/7, 58, 24, 10, 10, , 
2019/10/8, 64, 18, , 8, , 
2019/10/9, 52, 13, , 6, , 
2019/10/10, 40, 15, 16, 7, , 
2019/10/11, 42, 16, 20, 6, , 
2019/10/12, 39, 19, 25, 5, , 
2019/10/13, 49, 29, 23, 6, , 
2019/10/14, 62, 34, 21, 10, , 
2019/10/15, 73, 27, 28, 9, , 
2019/10/16, 59, 19, 24, 6, , 
2019/10/17, 47, 28, 17, 8, , 
2019/10/18, 61, 35, 24, 9, , 
2019/10/19, 80, 32, 20, 8, , 
2019/10/20, 78, 33, 27, 7, , 
2019/10/21, 70, 55, 21, 10, , 
2019/10/22, 107, 42, 10, 14, , 
2019/10/23, 92, 42, 3, 10, , 
2019/10/24, 95, 52, 12, 7, , 
2019/10/25, 114, 42, 6, 10, , 
2019/10/26, 93, 23, 19, 8, , 
2019/10/27, 54, 19, 21, 5, , 
2019/10/28, 55, 18, 16, 5, , 
2019/10/29, 54, 30, 12, 9, , 
2019/10/30, 66, 41, 13, 13, , 
2019/10/31, 90, 35, 12, 13, , 
2019/11/1, 88, 22, 21, 8, , 
2019/11/2, 63, 17, 18, 4, , 
2019/11/3, 54, 19, 14, 4, , 
2019/11/4, 59, 19, 12, 6, , 
2019/11/5, 52, 22, 14, 8, , 
2019/11/6, 62, 37, 13, 8, , 
2019/11/7, 84, 24, 7, 9, , 
2019/11/8, 65, 22, 12, 6, , 
2019/11/9, 64, 25, 12, 5, , 
2019/11/10, 70, 29, 7, 7, , 
2019/11/11, 77, 23, 13, 6, , 
2019/11/12, 63, 32, 10, 7, , 
2019/11/13, 74, 21, 10, 7, , 
2019/11/14, 60, 32, 13, 8, , 
2019/11/15, 75, 30, 7, 5, , 
2019/11/16, 73, 31, 11, 5, , 
2019/11/17, 75, 31, 11, 5, , 
2019/11/18, 75, 29, 10, 5, , 
2019/11/19, 72, 24, 11, 8, , 
2019/11/20, 66, 15, 8, 5, , 
2019/11/21, 49, 20, 10, 3, , 
2019/11/22, 58, 22, 9, 3, , 
2019/11/23, 61, 26, 8, 3, , 
2019/11/24, 71, 23, 6, 3, , 
2019/11/25, 65, 30, 5, 4, , 
2019/11/26, 74, 30, 3, 5, , 
2019/11/27, 76, 32, 3, 6, , 
2019/11/28, 79, 16, 7, 7, , 
2019/11/29, 46, 15, 17, 6, , 
2019/11/30, 44, 31, 18, 7, , 
2019/12/1, 79, 30, 14, 6, , 
2019/12/2, 77, 24, 11, 9, , 
2019/12/3, 67, 29, 15, 10, , 
2019/12/4, 75, 36, 11, 8, , 
2019/12/5, 85, 34, 14, 9, , 
2019/12/6, 85, 21, 8, 6, , 
2019/12/7, 63, 13, 13, , , 
2019/12/8, 47, 21, 18, , , 
2019/12/9, 61, 20, 13, 19, , 
2019/12/10, 57, 35, 14, 12, , 
2019/12/11, 86, 33, 8, 17, , 
2019/12/12, 84, 24, 10, 12, , 
2019/12/13, 68, 21, 10, 8, , 
2019/12/14, 64, 11, 12, 7, , 
2019/12/15, 41, 24, 20, 6, , 
2019/12/16, 65, 35, 14, 14, , 
2019/12/17, 88, 29, 5, 13, , 
2019/12/18, 73, 41, 8, 15, , 
2019/12/19, 93, 30, 2, 17, , 
2019/12/20, 76, 28, 11, 11, , 
2019/12/21, 71, 22, 13, 12, , 
2019/12/22, 62, 19, 10, 9, , 
2019/12/23, 56, 16, 3, 9, , 
2019/12/24, 52, 22, 13, 7, , 
2019/12/25, 64, 17, 12, 8, , 
2019/12/26, 55, 13, 13, 5, , 
2019/12/27, 46, 8, 12, 6, , 
2019/12/28, 32, 15, 15, 4, , 
2019/12/29, 47, , 19, 7, , 
2019/7/1, 38, 18, 31, 4, , 
2019/7/2, 30, 14, 29, 4, , 
2019/7/3, 24, 19, 30, 7, , 
2019/7/4, 27, 15, 24, 5, , 
2019/7/5, 29, 11, 22, 5, , 
2019/7/6, 32, 13, 27, 3, , 
2019/7/7, 35, 14, 27, 5, , 
2019/7/8, 30, 11, 22, 5, , 
2019/7/9, 28, 14, 18, 5, , 
2019/7/10, 35, 13, 21, 8, , 
2019/7/11, 30, 16, 35, 10, , 
2019/7/12, 35, 18, 30, 15, , 
2019/7/13, 45, 11, 31, 5, , 
2019/7/14, 29, 13, 35, 9, , 
2019/7/15, 26, 20, 25, 8, , 
2019/7/16, 44, 14, 20, 6, , 
2019/7/17, 35, 12, 31, 10, , 
2019/7/18, 27, 21, 45, 10, , 
2019/7/19, 40, 21, 45, 6, , 
2019/7/20, 51, 18, 40, 5, , 
2019/7/21, 46, 18, 33, 8, , 
2019/7/22, 32, 23, 27, 10, , 
2019/7/23, 40, 20, 24, 12, , 
2019/7/24, 38, 19, 33, 11, , 
2019/7/25, 35, 17, 29, 6, , 
2019/7/26, 34, 18, 35, 4, , 
2019/7/27, 41, 20, 42, 6, , 
2019/7/28, 51, 26, 37, 10, , 
2019/7/29, 57, 22, 37, 13, , 
2019/7/30, 50, 18, 32, 6, , 
2019/7/31, 34, 21, 35, 10, , 
2019/8/1, 34, 19, 25, 11, , 
2019/8/2, 42, 18, 33, 9, , 
2019/8/3, 41, 14, 34, 6, , 
2019/8/4, 33, 21, 34, 12, , 
2019/8/5, 36, 23, 50, 9, , 
2019/8/6, 43, 20, 41, 6, , 
2019/8/7, 43, 17, 35, 7, , 
2019/8/8, 43, 15, 42, 8, , 
2019/8/9, 34, 19, 36, 6, , 
2019/8/10, 40, 12, 40, 8, , 
2019/8/11, 30, 19, 44, 9, , 
2019/8/12, 42, 20, 41, 10, , 
2019/8/13, 48, 17, 28, 15, , 
2019/8/14, 36, 14, 44, 11, , 
2019/8/15, 36, 19, 45, 11, , 
2019/8/16, 44, 20, 41, 10, , 
2019/8/17, 47, 14, 41, 3, , 
2019/8/18, 36, 14, 34, 7, , 
2019/8/19, 30, 18, 37, 9, , 
2019/8/20, 40, 11, 30, 8, , 
2019/8/21, 34, 17, 42, 9, , 
2019/8/22, 42, 17, 41, 10, , 
2019/8/23, 38, 20, 43, 8, , 
2019/8/24, 44, 18, 38, 4, , 
2019/8/25, 41, 26, 43, 5, , 
2019/8/26, 44, 32, 46, 5, , 
2019/8/27, 51, 28, 48, 7, , 
2019/8/28, 53, 36, 52, 18, , 
2019/8/29, 61, 25, 50, 18, , 
2019/8/30, 57, 18, 46, 3, , 
2019/8/31, 42, 18, 48, 4, , 
2019/9/1, 46, 20, 34, 5, , 
2019/9/2, 45, 12, 29, 6, , 
2019/9/3, 31, 18, 40, 8, , 
2019/9/4, 35, 18, 42, 5, , 
2019/9/5, 38, 18, 31, 7, , 
2019/9/6, 30, 25, 31, 8, , 
2019/9/7, 48, 20, 17, 5, , 
2019/9/8, 59, 23, 32, 6, , 
2019/9/9, 53, 11, 26, 4, , 
2019/9/10, 31, 16, 37, 8, , 
2019/9/11, 40, 20, 42, 10, , 
2019/9/12, 47, 19, 28, 6, , 
2019/9/13, 45, 12, 28, 5, , 
2019/9/14, 31, 13, 33, 4, , 
2019/9/15, 35, 19, 27, 5, , 
2019/9/16, 36, 17, 26, 5, , 
2019/9/17, 43, , 23, 5, , 
2019/4/1, 37, 28, 31, 12, , 
2019/4/2, 46, 40, 34, 13, , 
2019/4/3, 63, 45, 33, 16, , 
2019/4/4, 75, 45, 38, 16, , 
2019/4/5, 72, , , , , 
2019/4/8, 73, 27, 26, 18, , 
2019/4/9, 60, 24, 28, 19, , 
2019/4/10, 56, 29, 27, 18, , 
2019/4/11, 63, 28, 27, 17, , 
2019/4/12, 59, 30, 24, 21, , 
2019/4/13, 66, 22, 31, 21, , 
2019/4/14, 50, 26, 31, 27, , 
2019/4/15, 51, 31, 26, 29, , 
2019/4/16, 62, 30, 36, 32, , 
2019/4/17, 58, 39, 40, 43, , 
2019/4/18, 64, 37, 37, 38, , 
2019/4/19, 54, 29, 39, 33, , 
2019/4/20, 55, , , , , 
2019/5/1, 48, 32, 29, 26, , 
2019/5/2, 61, 17, 32, 27, , 
2019/5/3, 43, 20, 34, 32, , 
2019/5/4, 48, 9, 25, 26, , 
2019/5/5, 28, 14, 27, 33, , 
2019/5/6, 30, 27, 28, 36, , 
2019/5/7, 48, 30, 31, 38, , 
2019/5/8, 59, 23, 33, 31, , 
2019/5/9, 46, 26, 22, 38, , 
2019/5/10, 67, 26, 29, 39, , 
2019/5/11, 64, 23, 31, 29, , 
2019/5/12, 59, 12, 22, 28, , 
2019/5/13, 38, 13, 12, 27, , 
2019/5/14, 43, 20, 9, 28, , 
2019/5/15, 57, 23, 14, 31, , 
2019/5/16, 62, 19, 20, 29, , 
2019/5/17, 50, 20, 23, 25, , 
2019/5/18, 54, 19, 24, 22, , 
2019/5/19, 51, 25, 21, 21, , 
2019/5/20, 56, 18, 25, 21, , 
2019/5/21, 43, 11, 20, 23, , 
2019/5/22, 31, 23, 16, 31, , 
2019/5/23, 57, 22, 31, 19, , 
2019/5/24, 48, 21, 49, 6, , 
2019/5/25, 48, 19, 38, 3, , 
2019/5/26, 47, 19, 45, 3, , 
2019/5/27, 49, 19, 29, 4, , 
2019/5/28, 52, 12, 27, 2, , 
2019/5/29, 32, 15, 33, 7, , 
2019/5/30, 29, 23, 44, 11, , 
2019/5/31, 45, 15, 32, 5, , 
2019/6/1, 40, 20, 36, 5, , 
2019/6/2, 52, 19, 34, 3, , 
2019/6/3, 37, 25, 39, 4, , 
2019/6/4, 49, 30, 42, 2, , 
2019/6/5, 52, 25, 41, 1, , 
2019/6/6, 52, 24, 43, 3, , 
2019/6/7, 48, 27, 42, 2, , 
2019/6/8, 58, 14, 44, 1, , 
2019/6/9, 28, 23, 43, 1, , 
2019/6/10, 43, 28, 43, , , 
2019/6/11, 54, 31, 45, 5, , 
2019/6/12, 51, 35, 49, 5, , 
2019/6/13, 56, 19, 46, 8, , 
2019/6/14, 48, 26, 50, 3, , 
2019/6/15, 54, 24, 41, 3, , 
2019/6/16, 51, 16, 36, 5, , 
2019/6/17, 33, 19, 42, 4, , 
2019/6/18, 34, 25, 39, 6, , 
2019/6/19, 52, 20, 41, 3, , 
2019/6/20, 52, 17, 41, 5, , 
2019/6/21, 47, 12, 36, 2, , 
2019/6/22, 30, 9, 39, 4, , 
2019/6/23, 22, 19, 41, 5, , 
2019/6/24, 30, 22, 44, 5, , 
2019/6/25, 38, 27, 54, 7, , 
2019/6/26, 51, 28, 42, 3, , 
2019/6/27, 44, 16, 28, 3, , 
2019/6/28, 29, 18, 36, 6, , 
2019/6/29, 29, 18, 50, 6, , 
2019/6/30, 36, 24, 50, 7, , 
2019/1/1, 55, 7, 26, 2, 6, 
2019/1/2, 26, 10, 27, 2, 4, 
2019/1/3, 27, 23, 22, 5, , 
2019/1/4, 61, 13, 21, 4, , 
2019/1/5, 45, 12, 24, 2, , 
2019/1/6, 42, 45, 11, 6, , 
2019/1/7, 111, 39, 14, 5, , 
2019/1/8, 98, 40, 17, 4, , 
2019/1/9, 98, 42, 18, 5, , 
2019/1/10, 101, 40, 14, 5, , 
2019/1/11, 100, 23, 19, 4, , 
2019/1/12, 67, 18, 17, 3, , 
2019/1/13, 59, 9, 24, 3, , 
2019/1/14, 31, 15, 22, 3, , 
2019/1/15, 47, 19, 21, 5, , 
2019/1/16, 54, 24, 14, 5, , 
2019/1/17, 67, 16, 21, 4, , 
2019/1/18, 46, 35, 16, 5, , 
2019/1/19, 87, 55, 15, 6, , 
2019/1/20, 130, 43, 14, 5, , 
2019/1/21, 103, 44, 18, 4, , 
2019/1/22, 106, 38, 22, 4, , 
2019/1/23, 87, 24, 24, 2, , 
2019/1/24, 63, 26, 21, 4, , 
2019/1/25, 71, 54, 12, 5, , 
2019/1/26, 130, 56, 18, 5, , 
2019/1/27, 133, 41, 21, 6, , 
